BI10003	BI10004	BI10005	BI10006	BI10007	BI10008	BI10009	BI10010	BI10011	BI10012	BI10013	BI10014	BI10015	BI10016	BI10017	BI10018	BI10019	BI10020	BI10021	BI10022	BI10023	BI10023	BI10024	BI10024	BI10025	BI10026	BI10026	BI10027	BI10027	BI10028	BI10029	BI10030	BI10031	BI10032	BI10032	BI10033	BI10033	BI10034	BI10035	BI10036	BI10037	BI10038	BI10039	BI10040	BI10041	BI10042	BI10043	BI10044	BI10045	BI10046	BI10046	BI10047	BI10048	BI10049	BI10050	BI10051	BI10052p	BI10054	BI10054	BI10055	BI10055	BI10056	BI10056	BI10056	BI10058	BI10060	BI10060	BI10061	BI10061	BI10062	BI10062	BI10085	BI10086	BI10087
BI10041	0.248673358493356	0.450695647978833	0.399947299796535	0.371262839670082	0.271979290799432	0.072913743853948	0.187315380642057	0.232322259607741	0.234834224196122	0.117708198910558	0.117846904788404	0.247435468612786	0.334661657827098	0.362679918139945	0.130555557157455	0.023477853882268	0.0172888135812043	0.0123176248166152	0.0418761642956524	0.0746562858571863	0.0144905329450919	0	0.0309892535077793	0	0.125952488721147	0.0775370808512101	0	0.287872007338163	0	0.117089671492014	0.198382166035339	0.212629716723751	0.118128694703344	0.116277648299743	0	0.291388023615687	0	0.143543966922095	0.128694715494236	0.0610187436861406	0.310568497630431	0.373822841689116	0.46389659054034	0.616296812816139	1	0.33322245512954	0.55101730389113	0.635060040892059	0.656483600486835	0	0	0.00318547688760131	0.0167547460651709	0.0599182345045159	0.16790496802377	0.0146908945519635	0.400657085632394	0.169540768840152	0	0	0	0	0	0	0.2144536027675	0.123607523514792	0	0.100806045833218	0	0.387875163678858	0	0.1651284651446	0.0158417834450546	0.170908442216598
BI10042	0.284183879341488	0.332488909786315	0.191708686070546	0.168146563301132	0.0769817908118769	0.0397454489812578	0.16825885559334	0.280544115340466	0.241206966190198	0.0193072665300741	0.0645686658519945	0.254165860477979	0.355858482775278	0.284081856168945	0.058226665715043	0.0562040982900071	0.0473565983853748	0.0781574609587178	0.115936326975003	0.179553454133168	0	0	0	0	0.0452782702291108	0	0	0	0	0.174238886916337	0.0776664683226108	0.250821014078224	0.0256887335811012	0	0	0	0	0.245725480591976	0.146905114603089	0.166158834144095	0.237064787062512	0.445566817177099	0.21213476380839	0.293957474830815	0.33322245512954	1	0.299583237428453	0.401701989151884	0.233432538331863	0	0	0.174046107255705	0.214376496535326	0.131000460954937	0.0880365314486302	0.146997515641909	0.117662723543689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.314696068658493	0.101128040659371	0.0744024624730597
BI10043	0.526654787616246	0.470799708064237	0.355826530449979	0.281075583454702	0.436893217314467	0.275901441778143	0.337249958970533	0.324924764806913	0.386613714451796	0.307307639715412	0.288926340460281	0.288618233036815	0.301718134077874	0.339904857176347	0.213196544451226	0.0424544228328551	0.0680619605548707	0.0570880687271023	0.0135845508328197	0.0303410612913647	0.1839712773057	0	0.0451069033339768	0	0.06805203082008	0.00615506751464395	0	0.104080028446595	0	0.348167266998017	0.440973686288239	0.375456306118234	0.200195718311068	0.368692297372052	0	0.277596976176908	0	0.0456115293745447	0.379640055909651	0.0741222117684278	0.206680134496962	0.316377361320228	0.72416605038761	0.560305576490142	0.55101730389113	0.299583237428453	1	0.57691406065699	0.462379278884526	0	0	0.0941401344519171	0.00702754990799902	0.0855189484422323	0.23189689481599	0.158371264487685	0.27437269049615	0.526510160918657	0	0	0	0	0	0	0.29956304320722	0.480630043803746	0	0.0530048702806733	0	0.0293518870959668	0	0.102137827242003	0.0502964916774452	0.280792917319639
BI10044	0.296998338472865	0.513742768785123	0.407321885323954	0.289471104777166	0.363259284379873	0.0219087060109567	0.14300272262782	0.204619013296492	0.219838592202282	0.149478927674761	0.126921702452009	0.356956908246781	0.457571480195848	0.441897825645888	0.171251030053898	0.0904720663369579	0.0696712167772232	0.154830296260728	0.0875136117146058	0.110951207058083	0.100920457351043	0	0.151070576605142	0	0.00901210506056474	0.0453869959441065	0	0.249301501252307	0	0.184247128588513	0.241392446004001	0.321504521717133	0.153290201787193	0.0359571243333391	0	0.221176910511338	0	0.292088395100269	0.0501122859552592	0.01323941630547	0.209626757632493	0.339058808610364	0.420455428748476	0.597882337761774	0.635060040892059	0.401701989151884	0.57691406065699	1	0.668844646931669	0	0	0.071295209290325	0.0983532640260151	0.00414360394870457	0.159518438541038	0.0131250731088767	0.361440498570974	0.28978434755295	0	0	0	0	0	0	0.419801454757416	0.268068014946847	0	0.214716054819179	0	0.279003987730841	0	0.298727310203444	0.147783523648496	0.0533379177805984
BI10045	0.116724445442984	0.473467175268561	0.410810858902129	0.295979315916008	0.325666019799468	0.0459022867919857	0.024583060406171	0.0838851992791012	0.11500148068442	0.208605402431062	0.0950240850825862	0.28274260967459	0.356608189403946	0.391439715960027	0.246137447317586	0.0781968760593271	0.0450284454293372	0.13028866511969	0.0748335226534969	0.333802783864507	0.0730856143122769	0	0.0571867162413248	0	0.0848662840740685	0.0347359343035412	0	0.290811534570747	0	0.0222529923700739	0.235425789150784	0.242854357349559	0.221604854149614	0.180546715600073	0	0.224386153412518	0	0.234471541272537	0.0109906224060016	0.092994602655875	0.136701381172478	0.20031149449062	0.314819750241542	0.47294560429664	0.656483600486835	0.233432538331863	0.462379278884526	0.668844646931669	1	0	0	0.00700497064259304	0.0135392965822955	0.12429001198652	0.232415183077431	0.050171351717914	0.329280236140957	0.0841979878982664	0	0	0	0	0	0	0.143706848785546	0.0587518018859884	0	0.044428055625215	0	0.248503858539436	0	0.264414518645113	0.136932043670159	0.0260346784015068
BI10046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10047	0.13524874043268	0.260352839828673	0.379488258402167	0.444382769451161	0.447043979919669	0.0916009702757642	0.159822941650624	0.267433796205907	0.212878795727333	0.515692755621609	0.513835810184181	0.274357479917406	0.145862331997208	0.185995957895736	0.534292076977638	0.237634180869042	0.20951543892172	0.29500463182442	0.281768359948766	0.282387946829581	0.381261092713776	0	0.059760407930221	0	0.509473916495591	0.186877594599352	0	0.0827957602506731	0	0.0973134914221125	0.517383743279951	0.416200595846285	0.554828046739812	0.652948595905001	0	0.0192954583603889	0	0.537534035225197	0.465094770494428	0.284219214993175	0.0297094487706629	0.0350356464376256	0.199708304872466	0.0380169251017018	0.00318547688760131	0.174046107255705	0.0941401344519171	0.071295209290325	0.00700497064259304	0	0	1	0.808777850023868	0.733433430903514	0.59191735712229	0.261969088519435	0.133438120849568	0.0806485662247842	0	0	0	0	0	0	0.0372413109621353	0.0130478929138954	0	0.192827253433254	0	0.293739055043707	0	0.396164916170045	0.233121217668772	0.118522823019936
BI10048	0.0618322953025518	0.264951664666527	0.387257252903385	0.444479346128076	0.423553412152212	0.042716669456601	0.234440807171038	0.349278060877583	0.320366118693907	0.539174151637128	0.505986045059018	0.281256891798044	0.140243281330238	0.187439520818493	0.595612392931002	0.232167434732819	0.235133332018978	0.282595454157446	0.242193385627096	0.333983223578212	0.321265059902979	0	0.0618301098531189	0	0.55311177799869	0.230629565612597	0	0.171898326125477	0	0.175992607623493	0.527678689877258	0.384999904565963	0.590965788095017	0.602656505960042	0	0.0343389364472002	0	0.561270397787667	0.407621788452398	0.269634338956011	0.00384645802951576	0.015359969862781	0.115238478034457	0.000534489574830185	0.0167547460651709	0.214376496535326	0.00702754990799902	0.0983532640260151	0.0135392965822955	0	0	0.808777850023868	1	0.809863134350174	0.645121374432919	0.282984237281979	0.165862869091382	0.0279366809270001	0	0	0	0	0	0	0.0885488459038131	0.0916058528556385	0	0.125841601163689	0	0.275215680887553	0	0.413872975142891	0.226776918770116	0.0941308066089781
BI10049	0.0235686185483303	0.431664858599464	0.525696761049031	0.498232604131258	0.577556515535527	0.0694785710886052	0.339889500056347	0.441399634532509	0.362735176400669	0.675788524733751	0.581833802536737	0.489007186097204	0.368408315455342	0.463447491256746	0.817981837177264	0.0729767529853919	0.091446318500035	0.0202436896918968	0.0666491098979762	0.476245467703836	0.213297820298208	0	0.0143498417087973	0	0.360416412880402	0.0531937516146127	0	0.423208294900663	0	0.303363781892738	0.657710095962478	0.526768678911811	0.841426119214271	0.288142193220911	0	0.236632546934775	0	0.405276624027957	0.274513482178661	0.0968673873452247	0.0499275863086713	0.0192728776916685	0.108111575896657	0.00827949004632152	0.0599182345045159	0.131000460954937	0.0855189484422323	0.00414360394870457	0.12429001198652	0	0	0.733433430903514	0.809863134350174	1	0.863453647584808	0.229733164870755	0.152197639136683	0.0858490509177475	0	0	0	0	0	0	0.0636141937917228	0.110823197055504	0	0.0979318086357618	0	0.235760090751908	0	0.197510881430125	0.0510874111124755	0.00949589514285645
BI10050	0.0463214569815374	0.580626471082643	0.625185411155492	0.563003784181475	0.602890441844388	0.148279498261959	0.354473770503079	0.414881509570641	0.318070840376504	0.668415192521745	0.540525357625461	0.555270434198782	0.475542125642943	0.578531653691661	0.849095314191683	0.190946371578123	0.211848243811273	0.117605030732664	0.249582469673827	0.428674832207618	0.0427391091673708	0	0.161027422919689	0	0.271793523712553	0.169832433644223	0	0.493864993955259	0	0.300080533829727	0.687040892453083	0.567594466222234	0.883772428847076	0.185176618840379	0	0.316332572250187	0	0.201098753066821	0.175005949449193	0.0764889223708111	0.0734091100830211	0.133183307490449	0.153759977276378	0.0759878021638298	0.16790496802377	0.0880365314486302	0.23189689481599	0.159518438541038	0.232415183077431	0	0	0.59191735712229	0.645121374432919	0.863453647584808	1	0.19308983311852	0.136000243621582	0.0758894520632596	0	0	0	0	0	0	0.0616081961699234	0.0907887778553121	0	0.107566496270694	0	0.235490065332697	0	0.0488551484158806	0.134649554250337	0.0351675092856696
BI10051	0.251483616408183	0.119049482599761	0.103373239828009	0.112998368443367	0.168081444144556	0.411710762794196	0.239548029753971	0.111235069850122	0.175996405853349	0.323823226809333	0.292478716224869	0.0601192103770785	0.0268600898328504	0.0193878308962568	0.17182666793977	0.0697516202555402	0.0840394401768474	0.126824506807578	0.0620523919069394	0.243041659149086	0.252320090542335	0	0.0521096086491069	0	0.0826539521014838	0.0624843515206314	0	0.0824380564257307	0	0.328185850925707	0.353735340021322	0.220781571711731	0.198937714023556	0.452803969657677	0	0.128652161232213	0	0.487928081914368	0.425598071563101	0.266273063686472	0.0622440233466353	0.0568657502309964	0.20944129668163	0.0382897737661828	0.0146908945519635	0.146997515641909	0.158371264487685	0.0131250731088767	0.050171351717914	0	0	0.261969088519435	0.282984237281979	0.229733164870755	0.19308983311852	1	0.111858566974464	0.429164646890423	0	0	0	0	0	0	0.149303082854949	0.373897553236176	0	0.0608245905058129	0	0.0973257124692981	0	0.39129385091005	0.288504015627626	0.337409546767733
BI10052p	0.256591280775683	0.377753639854736	0.329604783151692	0.247965749907595	0.343387767173472	0.198685326563989	0.235526185267149	0.188925494026317	0.2227815435298	0.194203622465303	0.258793829030744	0.258947775826254	0.222787698434324	0.225447489745913	0.14007516732925	0.107884392732751	0.0600311088213527	0.114839054497525	0.11912238124212	0.0942210630926552	0.394783606840023	0	0.230166099415103	0	0.157521873353288	0.363512488202226	0	0.1633416380122	0	0.175086673242155	0.225317817769622	0.280689271069303	0.13806624039198	0.329729019106024	0	0.234501565651915	0	0.146227258493778	0.256950795727244	0.305334965442894	0.318536322203989	0.263559811269226	0.288396121865858	0.431020433434066	0.400657085632394	0.117662723543689	0.27437269049615	0.361440498570974	0.329280236140957	0	0	0.133438120849568	0.165862869091382	0.152197639136683	0.136000243621582	0.111858566974464	1	0.00702641607075196	0	0	0	0	0	0	0.303552190626722	0.0573658193451295	0	0.0690198223552216	0	0.236353565499831	0	0.18013721230616	0.2629764909624	0.251448026746616
BI10054	0.523031140268213	0.149104196621287	0.0299299217784067	0.178101988167096	0.489458142395308	0.433923705456281	0.453021391235553	0.570481221941568	0.516801988505313	0.190133035503014	0.287627620536001	0.300259595460563	0.410656258880881	0.267051768410852	0.0785566705776507	0.240727363794078	0.273375477583259	0.123733891757736	0.403287618460646	0	0.0838352428471109	0	0.225198357280143	0	0.0518912561113102	0.268904079270715	0	0.289360403868948	0	0.540449103326087	0.346516348740847	0.380640792624837	0.075289165467887	0.386776927422115	0	0.0895524243957908	0	0.292322059120681	0.449344353053171	0.259332654317232	0.0394038937014025	0.0770963011892658	0.519000987606498	0.328440145848234	0.169540768840152	0	0.526510160918657	0.28978434755295	0.0841979878982664	0	0	0.0806485662247842	0.0279366809270001	0.0858490509177475	0.0758894520632596	0.429164646890423	0.00702641607075196	1	0	0	0	0	0	0	0.845555988182398	0.888886273378172	0	0.727535916880135	0	0.103895485677957	0	0.296531990643351	0.418892617812344	0.462668121575899
BI10054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10058	0.360900302556414	0.256228858662321	0.14755872581793	0.0516311533482189	0.434554750034672	0.106805745712439	0.165864352683643	0.36447353008903	0.286636159162292	0.0264498205492464	0.241438432687877	0.383162593412406	0.463610154687496	0.354551049819353	0.00680878899998118	0.0839937093837867	0.111242329527432	0.0894765602936146	0.383245996290397	0	0.065083376621651	0	0.232400754424456	0	0.125635589404237	0.308629414494787	0	0.387024626821624	0	0.400457750799577	0.181295146781808	0.281393726553507	0.0320978171976167	0.268916608615629	0	0.258371048955546	0	0.0771564237020963	0.312372276939625	0.450025574070495	0.235916196409223	0.118767229621488	0.355855216071308	0.41488812424707	0.2144536027675	0	0.29956304320722	0.419801454757416	0.143706848785546	0	0	0.0372413109621353	0.0885488459038131	0.0636141937917228	0.0616081961699234	0.149303082854949	0.303552190626722	0.845555988182398	0	0	0	0	0	0	1	0.793911139663664	0	0.773348059346881	0	0.186698993919144	0	0.2561813791617	0.293729937922094	0.25381052200017
BI10060	0.441086642930707	0.0887522308902881	0.0476884220553747	0.136425390450554	0.387390198835259	0.353348556332115	0.391838108876382	0.525083017397989	0.454035224485469	0.120369943649799	0.183606704909986	0.212534782957555	0.360116295538017	0.266674962402182	0.135585151079525	0.174705286903484	0.182651930015284	0.106361135689891	0.32020979595442	0	0.0376176581090126	0	0.172494882578792	0	0.0239110236503292	0.176246045605535	0	0.24467816007996	0	0.496946324241108	0.303979619684291	0.308568865824944	0.113888855646508	0.366529523149323	0	0.00644407846037919	0	0.208431808563998	0.40335638031701	0.196600853117552	0.0483907459781869	0.208847102848877	0.448188374788542	0.322513352600107	0.123607523514792	0	0.480630043803746	0.268068014946847	0.0587518018859884	0	0	0.0130478929138954	0.0916058528556385	0.110823197055504	0.0907887778553121	0.373897553236176	0.0573658193451295	0.888886273378172	0	0	0	0	0	0	0.793911139663664	1	0	0.845694651808893	0	0.127753759132119	0	0.242877124880557	0.357010359651987	0.378135150351553
BI10060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10061	0.0214235190026273	0.131687374896597	0.00740870857304146	0.10680451858746	0.12056587535734	0.0788308776633876	0.0473876063398878	0.113485435944844	0.0165158671027718	0.141325932161878	0.0486149055261917	0.263745946135503	0.380940384477657	0.290601294364615	0.0822814579013715	0.103952130253693	0.083675895124593	0.0691592240158994	0.0823360350441296	0	0.191928824641154	0	0.0907626244471605	0	0.0199965046368416	0.126465966510627	0	0.258750727369351	0	0.0472922674711556	0.0231763149583983	0.128543957307773	0.0723208427388012	0.0975187421619938	0	0.0659938212332957	0	0.156275402512777	0.0212574593390173	0.0775672455764229	0.0141313511678017	0.119841275657319	0.0104206729182259	0.230151656207126	0.100806045833218	0	0.0530048702806733	0.214716054819179	0.044428055625215	0	0	0.192827253433254	0.125841601163689	0.0979318086357618	0.107566496270694	0.0608245905058129	0.0690198223552216	0.727535916880135	0	0	0	0	0	0	0.773348059346881	0.845694651808893	0	1	0	0.206025643988466	0	0.0440149996147917	0.0280747744028415	0.0344000451481299
BI10061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10062	0.0565636782348903	0.122425518744883	0.0419182785869908	0.121652689055624	0.151771225013384	0.149794524776791	0.00467541961013998	0.0507580936579186	0.0145636933139854	0.281531886847557	0.231740383152793	0.149416334239585	0.147714619937986	0.0889602383927564	0.259775850681391	0.101189671007314	0.0850753320099657	0.146390608698568	0.0390401562597921	0	0.120402140441381	0	0.155528848642414	0	0.17131968462118	0.00926341841911125	0	0.156835917111526	0	0.0359043473225519	0.181737592842923	0.0977694633262768	0.223129816978271	0.111023524229435	0	0.458393308954753	0	0.273770151050761	0.0780165470883624	0.0028410707054356	0.207655506366389	0.279682208418554	0.0274121090241829	0.123096347059967	0.387875163678858	0	0.0293518870959668	0.279003987730841	0.248503858539436	0	0	0.293739055043707	0.275215680887553	0.235760090751908	0.235490065332697	0.0973257124692981	0.236353565499831	0.103895485677957	0	0	0	0	0	0	0.186698993919144	0.127753759132119	0	0.206025643988466	0	1	0	0.173756703017287	0.0740990253589957	0.0166265710593817
BI10062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BI10085	0.321748889749696	0.243608982069227	0.146389551559872	0.0122462418398875	0.0283525429473607	0.644681625492424	0.408504762263121	0.276844653346182	0.269680072596796	0.168896312060757	0.256469973158234	0.166212009079232	0.312204591717087	0.338980126510251	0.102791991633952	0.399103394516758	0.355506821217884	0.512315271386008	0.504727263859519	0.118510709688034	0.458560362135147	0	0.251178463082451	0	0.249473551248076	0.362089782030121	0	0.159467180368443	0	0.47366899205495	0.193176245808612	0.054557583017996	0.089909663145265	0.71698579353467	0	0.0287333639433923	0	0.836704769544167	0.693898518418346	0.73813348810998	0.243906817658178	0.0302657916886561	0.17112163468086	0.0250189318414938	0.1651284651446	0.314696068658493	0.102137827242003	0.298727310203444	0.264414518645113	0	0	0.396164916170045	0.413872975142891	0.197510881430125	0.0488551484158806	0.39129385091005	0.18013721230616	0.296531990643351	0	0	0	0	0	0	0.2561813791617	0.242877124880557	0	0.0440149996147917	0	0.173756703017287	0	1	0.795893083742976	0.617064705992239
BI10086	0.393960456292962	0.160652391389004	0.126921493846524	0.0137456838074655	0.0433016960968307	0.646726646713848	0.562161101779362	0.475350377581574	0.444754948481448	0.0463169845794596	0.162445922748373	0.139636728216748	0.225080486675162	0.286722848584153	0.228305738118843	0.344717860951353	0.323162599308238	0.42372218021959	0.498808401655537	0.188798628226438	0.389395092110543	0	0.23684160175712	0	0.180883366685446	0.29213092907659	0	0.000922549135488543	0	0.568732648483909	0.135751085460885	0.0479102405963642	0.216647194269517	0.639835068314569	0	0.200443388403693	0	0.642982889010837	0.606084400304657	0.612330255338911	0.388903662949112	0.171431426185623	0.303085599751438	0.16800338508637	0.0158417834450546	0.101128040659371	0.0502964916774452	0.147783523648496	0.136932043670159	0	0	0.233121217668772	0.226776918770116	0.0510874111124755	0.134649554250337	0.288504015627626	0.2629764909624	0.418892617812344	0	0	0	0	0	0	0.293729937922094	0.357010359651987	0	0.0280747744028415	0	0.0740990253589957	0	0.795893083742976	1	0.696535441343871
BI10087	0.493829536016431	0.034518013697831	0.0470131678661523	0.1022529404551	0.00184943147972237	0.69643515902129	0.664732975173205	0.572721250404975	0.57292069882439	0.169026158954079	0.179524389229047	0.0701049723671065	0.117427755601408	0.151655739498203	0.173626191388004	0.220987677939514	0.194974844529963	0.329844551928825	0.361674508576978	0.123653491559104	0.156188113659876	0	0.0230193264261985	0	0.0866096508163916	0.0113376308122905	0	0.0270577581408636	0	0.650818800151987	0.269881404284859	0.137725648569968	0.14146280992275	0.399841742473181	0	0.0599463972805602	0	0.53598497127744	0.560538244439414	0.490098961811383	0.34954293684338	0.334775220751252	0.441630677013995	0.291871324288131	0.170908442216598	0.0744024624730597	0.280792917319639	0.0533379177805984	0.0260346784015068	0	0	0.118522823019936	0.0941308066089781	0.00949589514285645	0.0351675092856696	0.337409546767733	0.251448026746616	0.462668121575899	0	0	0	0	0	0	0.25381052200017	0.378135150351553	0	0.0344000451481299	0	0.0166265710593817	0	0.617064705992239	0.696535441343871	1
